hidden_sizes,latent_dim,activation,val_loss,test_accuracy,test_f1,test_bal_acc,train_time_sec
"[64, 32]",8,tanh,4e-06,0.6111,0.6887,0.3446,149.41
"[32, 16, 8]",16,tanh,8e-06,0.3895,0.4803,0.3498,158.19
"[64, 32, 16]",4,tanh,1.1e-05,0.5287,0.6211,0.3432,175.81
"[128, 64]",8,tanh,2e-06,0.5013,0.5963,0.3447,180.64
"[64, 32, 16]",8,relu,3e-06,0.5103,0.6044,0.3464,143.33
"[128, 64]",16,relu,4e-06,0.5411,0.6318,0.3457,210.04
"[64, 32, 16]",8,tanh,7e-06,0.5638,0.651,0.3441,161.9
"[64, 32, 16]",16,relu,7e-06,0.5853,0.6685,0.3481,167.82
"[128, 64]",16,tanh,4e-06,0.5254,0.6181,0.3452,175.37
"[64, 32, 16]",16,tanh,2.4e-05,0.4362,0.5319,0.3463,81.59
"[128, 64]",32,relu,5e-06,0.6152,0.6918,0.3452,172.42
"[64, 32, 16]",32,relu,5e-06,0.6718,0.7328,0.3457,189.13
"[64, 32, 16]",32,tanh,5e-06,0.7947,0.8082,0.3391,136.72
"[128, 64]",32,tanh,1e-05,0.419,0.5158,0.3494,101.73
"[128, 64, 32]",8,relu,7e-06,0.5126,0.6064,0.3483,146.06
"[128, 64, 32]",4,relu,5e-06,0.5538,0.6427,0.344,182.05
"[128, 64, 32]",8,tanh,1e-06,0.6117,0.6891,0.3449,288.31
"[128, 64, 32]",4,tanh,6e-06,0.5131,0.607,0.3444,202.14
"[128, 64, 32]",16,relu,5e-06,0.541,0.6317,0.3457,225.99
"[128, 64, 32]",16,tanh,1.1e-05,0.5163,0.61,0.3435,125.65
"[128, 64, 32]",32,relu,4e-06,0.4939,0.5893,0.3454,255.08
"[128, 64, 32]",32,tanh,6e-06,0.3324,0.4136,0.3505,243.84
[32],32,relu,1e-06,0.4383,0.5342,0.3457,110.6
[32],32,tanh,3e-06,0.4583,0.5543,0.3494,71.88
[64],4,relu,4e-06,0.6581,0.7233,0.3457,101.88
[64],16,relu,3e-06,0.5286,0.6209,0.3459,65.12
[64],4,tanh,4e-06,0.2766,0.334,0.3492,169.51
[64],8,relu,5e-06,0.466,0.5623,0.3466,53.74
[64],16,tanh,5e-06,0.4669,0.5632,0.347,120.22
[64],32,relu,2e-06,0.5921,0.6739,0.3461,77.9
[64],8,tanh,9e-06,0.4834,0.5792,0.3482,93.21
[32],4,relu,4e-06,0.323,0.3984,0.3493,102.06
[64],32,tanh,3e-06,0.5681,0.6546,0.3452,147.05
[32],4,tanh,1.1e-05,0.4487,0.5448,0.3482,128.82
[128],4,relu,1e-06,0.7053,0.7552,0.3432,221.74
[32],8,relu,2e-06,0.5605,0.6482,0.349,94.43
[128],4,tanh,8e-06,0.3223,0.3975,0.3493,129.09
[32],8,tanh,1.4e-05,0.6119,0.6893,0.3449,73.7
[128],8,relu,1e-06,0.5406,0.6313,0.3455,127.03
[32],16,relu,1e-06,0.4971,0.5922,0.3463,104.23
[128],8,tanh,5e-06,0.6455,0.7142,0.3446,127.97
[128],16,relu,8e-06,0.5275,0.6199,0.3455,87.04
[32],16,tanh,2e-06,0.7016,0.7528,0.3439,133.0
[128],16,tanh,4e-06,0.571,0.6569,0.3464,97.51
[128],32,relu,3e-06,0.6033,0.6828,0.3463,90.17
[128],32,tanh,4e-06,0.46,0.5564,0.3459,149.41
"[32, 16]",4,relu,2e-06,0.5374,0.6285,0.3472,104.85
"[32, 16]",4,tanh,3e-06,0.6693,0.731,0.3446,154.8
"[32, 16]",32,relu,0.0,0.5503,0.6397,0.3445,282.16
"[32, 16]",8,relu,2e-06,0.5411,0.6318,0.3457,172.66
"[32, 16]",32,tanh,1e-06,0.4896,0.5852,0.3458,191.9
"[32, 16]",8,tanh,3e-06,0.6693,0.731,0.3446,111.49
"[64, 32]",4,relu,4e-06,0.6698,0.7314,0.3448,72.25
"[32, 16]",16,relu,5e-06,0.4967,0.5919,0.3457,97.7
"[64, 32]",4,tanh,3e-06,0.5144,0.6081,0.3475,249.54
"[32, 16]",16,tanh,1e-05,0.4669,0.5634,0.3442,101.02
"[64, 32]",8,relu,5e-06,0.4982,0.5932,0.3467,122.69
"[64, 32]",8,tanh,3e-06,0.5807,0.6649,0.3463,214.02
"[64, 32]",16,relu,2e-06,0.5411,0.6318,0.3457,237.95
"[128, 64]",8,relu,1.7e-05,0.5587,0.6467,0.3466,70.05
"[64, 32]",16,tanh,6e-06,0.5141,0.6078,0.3475,128.43
"[128, 64]",8,tanh,5e-06,0.588,0.6707,0.3456,171.51
"[64, 32]",32,relu,1.1e-05,0.6221,0.697,0.3429,91.8
"[128, 64]",16,relu,4e-06,0.4723,0.5684,0.3475,112.89
"[64, 32]",32,tanh,8e-06,0.3802,0.4702,0.3453,82.96
"[128, 64]",16,tanh,3e-06,0.5061,0.6005,0.3479,198.19
"[128, 64]",4,relu,1e-06,0.4712,0.5675,0.3461,264.57
"[128, 64]",32,relu,7e-06,0.278,0.336,0.3495,70.04
"[128, 64]",4,tanh,1.7e-05,0.5672,0.6539,0.3448,141.26
"[128, 64]",32,tanh,3e-06,0.4659,0.5622,0.3466,165.33
"[32, 16, 8]",4,relu,1e-06,0.4851,0.5807,0.3487,150.29
"[32, 16, 8]",32,relu,4e-06,0.4823,0.5782,0.3463,142.09
"[32, 16, 8]",32,tanh,9e-06,0.3769,0.4663,0.3449,125.64
"[32, 16, 8]",4,tanh,7e-06,0.4264,0.5216,0.3463,259.24
"[64, 32, 16]",4,relu,1.3e-05,0.5149,0.6086,0.3477,135.41
"[32, 16, 8]",8,relu,3e-06,0.4954,0.5907,0.3466,208.57
"[32, 16, 8]",8,tanh,6e-06,0.6128,0.69,0.3451,143.81
"[64, 32, 16]",4,tanh,6e-06,0.6109,0.6885,0.3446,158.21
"[64, 32, 16]",8,relu,9e-06,0.5338,0.6253,0.3483,112.8
"[32, 16, 8]",16,relu,3e-06,0.4372,0.5328,0.3479,103.76
"[64, 32, 16]",8,tanh,8e-06,0.642,0.7117,0.3437,126.65
"[32, 16, 8]",16,tanh,3e-06,0.4818,0.5777,0.3476,156.96
"[128, 64, 32]",8,relu,3e-06,0.5551,0.6454,0.3461,240.15
"[128, 64, 32]",8,tanh,2.1e-05,0.612,0.6894,0.3449,117.08
"[128, 64, 32]",16,relu,1.4e-05,0.557,0.6453,0.3458,121.41
"[128, 64, 32]",16,tanh,9e-06,0.5382,0.6294,0.3457,194.72
"[64, 32, 16]",16,relu,7e-06,0.5874,0.6702,0.3471,104.8
"[64, 32, 16]",16,tanh,1.9e-05,0.5697,0.6558,0.3456,102.39
"[128, 64, 32]",32,relu,4e-06,0.5548,0.6437,0.3438,253.67
"[128, 64, 32]",32,tanh,4e-06,0.6766,0.7361,0.3432,160.37
"[64, 32, 16]",32,relu,2e-06,0.4734,0.5695,0.3478,215.6
"[64, 32, 16]",32,tanh,7e-06,0.6119,0.6893,0.3426,154.33
"[128, 64, 32]",4,relu,1e-05,0.5871,0.6699,0.3458,149.76
"[128, 64, 32]",4,tanh,7e-06,0.6712,0.7324,0.345,266.63
[128],8,relu,1e-06,0.4052,0.4983,0.3477,115.27
[64],16,relu,1e-06,0.584,0.6675,0.3453,175.16
[32],4,relu,1e-06,0.5536,0.6424,0.3461,126.85
[32],32,relu,1e-06,0.5346,0.6262,0.3458,73.31
[128],8,tanh,3e-06,0.4676,0.5638,0.3471,198.51
[32],32,tanh,7e-06,0.4438,0.54,0.3451,73.02
[32],4,tanh,8e-06,0.611,0.6887,0.3451,107.0
[64],16,tanh,1e-06,0.4655,0.5618,0.3467,246.39
[128],16,relu,3e-06,0.6426,0.7121,0.3439,116.84
[64],4,relu,1e-06,0.2739,0.3301,0.3491,128.08
[32],8,relu,1e-06,0.7288,0.77,0.3425,163.28
[64],32,relu,2e-06,0.5615,0.6491,0.3434,135.3
[128],16,tanh,5e-06,0.5484,0.638,0.3474,119.24
[64],4,tanh,1.1e-05,0.6389,0.7095,0.3456,132.7
[32],8,tanh,2e-06,0.5375,0.6287,0.3467,172.36
[128],32,relu,4e-06,0.5805,0.6647,0.3462,60.74
[64],8,relu,7e-06,0.589,0.6715,0.3464,76.91
[64],32,tanh,1e-06,0.4814,0.5772,0.3482,183.9
[64],8,tanh,5e-06,0.6122,0.6896,0.3449,87.48
[32],16,relu,0.0,0.4734,0.5694,0.348,199.99
[128],4,relu,3e-06,0.5807,0.6648,0.3455,141.3
[128],32,tanh,6e-06,0.5648,0.6519,0.3433,119.69
[32],16,tanh,3e-06,0.5824,0.6662,0.3459,83.2
[128],4,tanh,1.3e-05,0.4455,0.5413,0.3493,89.43
[32],32,relu,0.0,0.5916,0.6735,0.3456,124.97
[32],32,tanh,1e-06,0.6117,0.6892,0.3456,100.86
[64],4,relu,2e-06,0.4662,0.5624,0.3469,140.71
[32],4,relu,5e-06,0.5121,0.6079,0.349,69.76
[64],16,relu,1e-06,0.5749,0.6601,0.3451,191.02
[64],4,tanh,1.5e-05,0.6376,0.7085,0.3454,103.75
[32],4,tanh,1e-05,0.2781,0.3361,0.3494,102.67
[64],8,relu,1e-06,0.5586,0.6466,0.3472,93.65
[128],8,relu,1e-06,0.5989,0.6792,0.3457,172.5
[32],8,relu,1e-06,0.5411,0.6318,0.3457,127.48
[64],16,tanh,9e-06,0.4975,0.5926,0.3461,115.07
[64],8,tanh,1.4e-05,0.4251,0.5201,0.3481,62.45
[64],32,relu,6e-06,0.5673,0.6539,0.347,66.27
[32],8,tanh,2e-06,0.6055,0.6844,0.3465,123.2
[128],8,tanh,3e-06,0.6121,0.6895,0.3449,169.52
[64],32,tanh,2e-06,0.5963,0.6773,0.3446,77.13
[32],16,relu,1e-06,0.6158,0.6923,0.3444,113.71
[128],16,relu,1e-06,0.5829,0.6666,0.345,127.56
[128],4,relu,2e-06,0.6698,0.7314,0.3448,157.42
[128],16,tanh,8e-06,0.5155,0.6091,0.3479,69.94
[32],16,tanh,1e-06,0.6049,0.6839,0.3469,142.88
[128],4,tanh,9e-06,0.4872,0.5829,0.3467,135.64
[128],32,relu,1e-06,0.5746,0.66,0.3447,206.86
[128],32,tanh,3e-06,0.4522,0.5485,0.3465,141.75
"[32, 16, 8]",32,relu,1e-06,0.6543,0.7205,0.3462,128.83
"[32, 16, 8]",32,tanh,2e-06,0.5835,0.6671,0.3445,195.57
"[32, 16, 8]",4,relu,2e-06,0.5148,0.6085,0.3476,189.39
"[64, 32, 16]",16,relu,1.3e-05,0.4838,0.5797,0.3464,115.61
"[32, 16]",4,relu,1.1e-05,0.4524,0.5486,0.3479,76.23
"[64, 32, 16]",4,relu,7e-06,0.596,0.677,0.3445,123.64
"[32, 16]",32,relu,5e-06,0.5983,0.6788,0.3472,107.45
"[32, 16]",4,tanh,3e-06,0.4962,0.5918,0.3425,126.82
"[64, 32, 16]",16,tanh,6e-06,0.5166,0.6101,0.3466,137.41
"[64, 32, 16]",4,tanh,8e-06,0.6415,0.7113,0.3436,103.99
"[32, 16, 8]",4,tanh,5e-06,0.6624,0.7262,0.3436,210.67
"[32, 16]",32,tanh,6e-06,0.5597,0.6476,0.3451,70.78
"[64, 32]",16,relu,2e-06,0.4584,0.5546,0.3476,177.29
"[32, 16]",8,relu,2e-06,0.4963,0.5915,0.3462,107.49
"[64, 32, 16]",32,relu,2.4e-05,0.6106,0.6883,0.3443,102.91
"[64, 32, 16]",8,relu,3e-06,0.4835,0.5794,0.3457,148.54
"[32, 16, 8]",8,relu,2e-06,0.4491,0.5451,0.3483,197.47
"[32, 16]",8,tanh,7e-06,0.6121,0.6895,0.3449,110.93
"[64, 32]",4,relu,4e-06,0.574,0.6594,0.3458,185.52
"[64, 32]",16,tanh,4e-06,0.6167,0.693,0.347,141.05
"[128, 64, 32]",8,relu,1.6e-05,0.5311,0.623,0.3468,140.69
"[64, 32, 16]",32,tanh,6e-06,0.7073,0.7565,0.3436,217.95
"[32, 16, 8]",8,tanh,6e-06,0.4489,0.5448,0.3487,153.88
"[64, 32]",32,relu,4e-06,0.5099,0.6042,0.3445,137.81
"[64, 32, 16]",8,tanh,5e-06,0.5186,0.612,0.3444,246.61
"[32, 16]",16,relu,2e-06,0.5703,0.6563,0.3467,177.13
"[128, 64]",8,relu,4e-06,0.5038,0.5985,0.3462,177.69
"[64, 32]",4,tanh,3e-06,0.6105,0.6883,0.3443,219.07
"[128, 64, 32]",8,tanh,1e-05,0.5848,0.6681,0.3453,190.76
"[128, 64, 32]",4,relu,6e-06,0.5574,0.6457,0.3459,134.48
"[64, 32]",32,tanh,8e-06,0.6691,0.7309,0.3446,127.64
"[64, 32]",8,relu,3e-06,0.5107,0.6048,0.3464,93.89
"[128, 64]",8,tanh,7e-06,0.537,0.6282,0.3465,179.8
"[32, 16, 8]",16,relu,3e-06,0.5882,0.6708,0.3463,188.33
"[32, 16]",16,tanh,2e-06,0.4383,0.5344,0.3444,139.47
"[128, 64, 32]",4,tanh,2.8e-05,0.2786,0.3367,0.3497,98.53
"[128, 64]",4,relu,5e-06,0.635,0.7066,0.3466,115.54
"[128, 64, 32]",16,relu,3e-06,0.5678,0.6543,0.3464,230.58
"[32, 16, 8]",16,tanh,9e-06,0.2787,0.337,0.3494,121.81
"[64, 32]",8,tanh,4e-06,0.5012,0.5962,0.3447,180.4
"[128, 64]",16,relu,2e-06,0.5573,0.6456,0.3446,147.85
"[128, 64]",4,tanh,1.8e-05,0.6408,0.7108,0.3436,93.93
"[128, 64]",16,tanh,1.6e-05,0.5818,0.6657,0.3465,87.42
"[128, 64, 32]",16,tanh,1.9e-05,0.4916,0.587,0.3468,181.34
"[128, 64, 32]",32,relu,4e-06,0.5269,0.6194,0.3454,125.62
"[128, 64]",32,relu,4e-06,0.4932,0.5884,0.3479,199.74
"[128, 64]",32,tanh,1e-05,0.3859,0.477,0.3435,115.22
"[128, 64, 32]",32,tanh,5e-06,0.4832,0.5791,0.3461,156.99
