hidden_sizes,latent_dim,activation,val_loss,test_accuracy,test_f1,test_bal_acc,train_time_sec
[128],4,tanh,0.005789,0.5172,0.6247,0.4603,297.12
[128],32,relu,2e-06,0.5545,0.66,0.4706,121.76
[64],8,tanh,2.6e-05,0.5565,0.6648,0.4833,104.63
[32],16,tanh,1.6e-05,0.5581,0.661,0.4739,142.06
[128],32,tanh,1.7e-05,0.5309,0.6397,0.4714,129.98
"[32, 16]",4,relu,0.002808,0.5328,0.6408,0.4697,166.33
"[32, 16]",4,tanh,0.004468,0.5125,0.6296,0.4774,237.38
"[32, 16]",32,relu,3e-06,0.5517,0.6596,0.4729,86.09
"[32, 16]",8,relu,3e-06,0.5383,0.6468,0.4654,102.55
"[32, 16]",32,tanh,2.5e-05,0.4976,0.6218,0.4863,170.99
"[64, 32]",16,relu,5e-06,0.5558,0.6553,0.4522,126.92
"[32, 16]",8,tanh,5.2e-05,0.5402,0.6504,0.4735,80.85
"[64, 32]",4,relu,0.002349,0.5343,0.6471,0.4787,238.71
"[128, 64]",8,relu,4e-06,0.5368,0.6487,0.4808,250.74
"[64, 32]",16,tanh,2.7e-05,0.538,0.6456,0.4801,221.14
"[32, 16]",16,relu,1.4e-05,0.5454,0.6553,0.4714,68.13
"[64, 32]",4,tanh,0.00433,0.5163,0.6334,0.471,322.32
"[128, 64]",8,tanh,0.000212,0.5412,0.6462,0.4617,91.82
"[64, 32]",32,relu,2e-06,0.5241,0.6343,0.4706,166.57
"[32, 16]",16,tanh,3.2e-05,0.506,0.6238,0.4824,142.02
"[128, 64]",16,relu,2.3e-05,0.5526,0.6551,0.4578,138.18
"[64, 32]",8,relu,1e-06,0.5494,0.6595,0.484,224.23
"[64, 32]",32,tanh,6.7e-05,0.5393,0.6483,0.4812,160.71
"[64, 32]",8,tanh,0.000131,0.5284,0.6386,0.4731,84.52
"[128, 64]",16,tanh,3.6e-05,0.5042,0.6211,0.4727,258.43
"[128, 64]",4,relu,0.002641,0.5178,0.6254,0.4726,155.37
"[128, 64]",32,relu,2.7e-05,0.5409,0.647,0.4531,167.16
"[128, 64]",4,tanh,0.003678,0.5192,0.6303,0.4787,366.68
"[128, 64]",32,tanh,5.6e-05,0.5476,0.6542,0.4738,204.43
"[32, 16, 8]",4,relu,0.002275,0.5174,0.6292,0.4668,303.45
"[32, 16, 8]",32,relu,1.1e-05,0.5587,0.6616,0.4558,102.96
"[32, 16, 8]",4,tanh,0.004581,0.5378,0.6496,0.4777,237.54
"[32, 16, 8]",8,relu,1.6e-05,0.5243,0.6379,0.4862,109.82
"[32, 16, 8]",32,tanh,3.7e-05,0.5033,0.6241,0.4806,211.59
"[64, 32, 16]",4,relu,0.002384,0.5281,0.6396,0.4729,202.75
"[32, 16, 8]",8,tanh,4.5e-05,0.548,0.6551,0.4678,225.04
"[64, 32, 16]",4,tanh,0.005424,0.511,0.6239,0.469,140.12
"[32, 16, 8]",16,relu,6e-06,0.5429,0.6493,0.4723,161.33
"[64, 32, 16]",16,relu,3e-06,0.544,0.6519,0.474,162.33
"[128, 64, 32]",8,relu,5.7e-05,0.5372,0.6446,0.4719,182.11
"[64, 32, 16]",8,relu,6e-06,0.5495,0.6593,0.4768,195.64
"[32, 16, 8]",16,tanh,5.5e-05,0.5595,0.6599,0.469,249.01
"[128, 64, 32]",8,tanh,0.000103,0.5448,0.6539,0.4748,138.38
"[64, 32, 16]",16,tanh,5.8e-05,0.5456,0.6505,0.4702,202.31
"[64, 32, 16]",8,tanh,6.8e-05,0.5531,0.6608,0.4761,119.25
"[64, 32, 16]",32,relu,4e-06,0.5188,0.634,0.4769,196.14
"[128, 64, 32]",16,relu,6.5e-05,0.5392,0.6477,0.4538,111.49
"[64, 32, 16]",32,tanh,6.9e-05,0.5507,0.6572,0.4737,150.89
"[128, 64, 32]",16,tanh,6.8e-05,0.5329,0.6424,0.4781,238.69
"[128, 64, 32]",32,relu,2.2e-05,0.5592,0.662,0.4775,192.59
"[128, 64, 32]",4,relu,0.001988,0.5415,0.6521,0.483,450.68
"[128, 64, 32]",32,tanh,7.1e-05,0.547,0.6554,0.4873,181.53
"[128, 64, 32]",4,tanh,0.004429,0.5544,0.6556,0.4636,286.04
[32],32,relu,2e-06,0.5381,0.6485,0.4754,63.5
[128],8,relu,6e-06,0.5251,0.636,0.4716,69.89
[32],4,relu,0.004521,0.5191,0.6259,0.4705,257.34
[64],16,relu,1e-06,0.5171,0.632,0.4721,113.76
[128],8,tanh,5.3e-05,0.5841,0.6823,0.4633,110.34
[32],32,tanh,1.2e-05,0.5424,0.6568,0.4921,165.15
[64],16,tanh,2.2e-05,0.5101,0.6267,0.4781,103.68
[32],4,tanh,0.006389,0.5324,0.6426,0.4725,260.46
[128],16,relu,1e-06,0.5105,0.6243,0.4732,197.61
[64],4,relu,0.003707,0.5253,0.639,0.4866,278.54
[128],16,tanh,2e-05,0.5433,0.6479,0.4637,189.78
[64],32,relu,1e-06,0.5316,0.649,0.4766,167.31
[32],8,relu,1e-06,0.5482,0.6536,0.4703,126.12
[64],4,tanh,0.006092,0.5339,0.6457,0.4622,273.05
[128],32,relu,1.2e-05,0.5298,0.647,0.4827,90.51
[64],32,tanh,1.8e-05,0.5459,0.6553,0.487,89.55
[32],8,tanh,2.3e-05,0.535,0.6438,0.478,131.94
[64],8,relu,2e-06,0.5375,0.6495,0.4786,156.48
[128],32,tanh,5.2e-05,0.533,0.6433,0.4844,70.86
[128],4,relu,0.004955,0.5264,0.639,0.4714,291.08
[32],16,relu,1e-06,0.5675,0.6606,0.4472,79.57
[128],4,tanh,0.005954,0.5051,0.6204,0.4852,305.69
[32],16,tanh,3.5e-05,0.56,0.6604,0.461,62.81
[64],8,tanh,2.4e-05,0.5352,0.6428,0.4725,268.92
"[32, 16]",4,relu,0.002318,0.5341,0.6404,0.4761,170.12
"[32, 16]",32,relu,2e-06,0.5307,0.6369,0.4744,203.74
"[64, 32]",16,relu,1e-06,0.5081,0.6177,0.4609,206.87
"[128, 64]",8,relu,1.6e-05,0.5361,0.6465,0.4746,192.25
"[32, 16]",32,tanh,2.7e-05,0.5422,0.6495,0.4849,146.84
"[32, 16]",4,tanh,0.004108,0.5034,0.6195,0.4762,276.16
"[64, 32]",16,tanh,4e-05,0.5494,0.657,0.4758,149.9
"[128, 64]",8,tanh,8.3e-05,0.5607,0.6682,0.4789,151.6
"[64, 32]",4,relu,0.019978,0.5235,0.6361,0.4809,174.78
"[64, 32]",32,relu,5e-06,0.5236,0.6401,0.4755,146.65
"[32, 16]",8,relu,1e-06,0.5338,0.6421,0.4838,148.12
"[128, 64]",16,relu,3.9e-05,0.5059,0.6208,0.4805,113.82
"[64, 32]",4,tanh,0.005009,0.5262,0.6405,0.4826,199.1
"[128, 64]",16,tanh,6.4e-05,0.5417,0.6457,0.4553,104.2
"[64, 32]",32,tanh,3.1e-05,0.533,0.6443,0.4835,147.85
"[64, 32]",8,relu,1e-06,0.5372,0.651,0.4811,155.16
"[128, 64]",4,relu,0.002939,0.5137,0.6263,0.4741,154.11
"[32, 16]",8,tanh,2.5e-05,0.5483,0.6517,0.4737,185.96
"[128, 64]",32,relu,1.6e-05,0.5288,0.6375,0.4633,186.81
"[64, 32]",8,tanh,2.8e-05,0.5498,0.6524,0.4721,124.74
"[128, 64]",4,tanh,0.003772,0.5274,0.6423,0.4853,405.68
"[128, 64]",32,tanh,3.8e-05,0.561,0.6677,0.4773,185.68
"[32, 16]",16,relu,2e-06,0.5087,0.6232,0.475,138.31
"[32, 16]",16,tanh,4.6e-05,0.5116,0.6305,0.4817,128.62
[32],32,relu,0.0,0.5335,0.6434,0.4804,79.72
[64],16,relu,1e-06,0.5373,0.653,0.491,120.12
[128],8,relu,9e-06,0.5205,0.6397,0.488,79.05
[32],4,relu,0.005121,0.5181,0.6302,0.4697,136.84
[32],32,tanh,2.3e-05,0.5382,0.6386,0.4595,126.22
[128],8,tanh,5.3e-05,0.5424,0.6513,0.4779,119.62
[64],16,tanh,2.2e-05,0.5411,0.6553,0.4873,124.05
[32],4,tanh,0.005159,0.5235,0.6371,0.48,268.47
[128],16,relu,1e-06,0.5566,0.6549,0.4575,125.87
[64],4,relu,0.005054,0.5264,0.637,0.4816,277.15
[64],32,relu,0.0,0.5448,0.6507,0.4703,153.89
[32],8,relu,1e-06,0.56,0.6671,0.4858,105.66
[64],32,tanh,2.4e-05,0.5461,0.652,0.4809,108.37
[64],4,tanh,0.004938,0.5253,0.6368,0.4827,260.23
[32],8,tanh,1.5e-05,0.5465,0.6556,0.4764,245.62
[128],16,tanh,1.1e-05,0.5129,0.6275,0.4884,198.23
[128],4,relu,0.003035,0.5239,0.6377,0.4805,290.79
[64],8,relu,3e-06,0.5571,0.6651,0.4816,64.3
[128],32,relu,1e-05,0.5377,0.6445,0.4661,100.15
[32],16,relu,0.0,0.4971,0.6151,0.4679,135.65
[64],8,tanh,6.8e-05,0.5404,0.6509,0.4721,100.13
[32],16,tanh,3.3e-05,0.5426,0.6468,0.475,78.85
[128],4,tanh,0.005896,0.4972,0.614,0.4841,295.86
[128],32,tanh,2.6e-05,0.5227,0.6401,0.488,177.75
"[64, 32, 16]",16,relu,4.8e-05,0.5402,0.6461,0.4656,107.64
"[64, 32]",16,relu,4e-06,0.5485,0.6556,0.4797,137.26
"[32, 16, 8]",32,relu,1.8e-05,0.5474,0.6522,0.4741,123.73
"[32, 16]",4,relu,0.022018,0.4883,0.6008,0.4789,231.16
"[128, 64, 32]",8,relu,5.2e-05,0.5337,0.6465,0.4822,180.39
"[32, 16]",32,relu,0.0,0.5301,0.6381,0.4726,165.12
"[128, 64]",8,relu,5e-06,0.5816,0.6797,0.4696,284.48
"[32, 16, 8]",4,relu,0.002333,0.5272,0.6437,0.4832,331.99
"[64, 32, 16]",16,tanh,4.9e-05,0.5379,0.6501,0.4843,173.97
"[64, 32]",16,tanh,4e-05,0.5388,0.6432,0.4677,190.71
"[32, 16, 8]",32,tanh,8.5e-05,0.5502,0.6558,0.4811,133.81
"[128, 64, 32]",8,tanh,9.6e-05,0.5346,0.6426,0.4749,147.37
"[32, 16]",4,tanh,0.003997,0.5296,0.6431,0.4837,290.35
"[32, 16]",32,tanh,3.6e-05,0.5599,0.6626,0.4794,144.27
"[64, 32, 16]",32,relu,5e-06,0.5263,0.6377,0.4744,167.7
"[128, 64]",8,tanh,3.8e-05,0.5642,0.6628,0.4481,247.47
"[32, 16, 8]",4,tanh,0.003634,0.5217,0.6386,0.4783,377.17
"[64, 32]",32,relu,5e-06,0.5427,0.6494,0.4627,158.41
"[64, 32, 16]",4,relu,0.002476,0.5194,0.6305,0.4661,243.72
"[32, 16]",8,relu,2e-06,0.532,0.6509,0.4884,136.18
"[64, 32]",4,relu,0.003105,0.5184,0.6268,0.4695,196.49
"[32, 16, 8]",8,relu,7e-06,0.5332,0.645,0.4718,123.57
"[64, 32]",32,tanh,5.8e-05,0.5547,0.6597,0.4818,98.48
"[128, 64, 32]",16,relu,6e-06,0.5088,0.6225,0.4771,418.34
"[64, 32, 16]",4,tanh,0.005428,0.4926,0.6001,0.4629,129.88
"[64, 32, 16]",32,tanh,7.5e-05,0.5309,0.6413,0.4801,185.29
"[128, 64]",16,relu,8e-06,0.5069,0.622,0.476,225.93
"[32, 16, 8]",8,tanh,6.8e-05,0.5913,0.6877,0.4658,153.15
"[32, 16]",8,tanh,1.6e-05,0.5512,0.6621,0.4896,251.84
"[128, 64, 32]",4,relu,0.003108,0.5013,0.6138,0.4797,227.93
"[64, 32, 16]",8,relu,1.5e-05,0.5436,0.6504,0.4877,177.09
"[128, 64]",16,tanh,8e-05,0.5442,0.6496,0.4737,127.71
"[64, 32]",4,tanh,0.002849,0.5536,0.6572,0.4663,399.93
"[128, 64]",4,relu,0.0024,0.5199,0.6361,0.4727,361.61
"[128, 64, 32]",16,tanh,7e-05,0.5109,0.6251,0.4752,282.96
"[32, 16]",16,relu,1e-06,0.5499,0.6524,0.468,156.81
"[32, 16, 8]",16,relu,4e-06,0.5497,0.6543,0.4787,214.82
"[64, 32]",8,relu,1.2e-05,0.531,0.6388,0.4734,146.98
"[64, 32, 16]",8,tanh,6.6e-05,0.5479,0.6478,0.4584,138.94
"[128, 64]",32,relu,4e-06,0.5376,0.6473,0.4793,336.96
"[32, 16]",16,tanh,2.6e-05,0.5368,0.6414,0.4777,192.41
"[128, 64, 32]",4,tanh,0.002877,0.5264,0.6316,0.4655,386.12
"[32, 16, 8]",16,tanh,0.000114,0.5311,0.6405,0.4779,126.59
"[128, 64]",4,tanh,0.003661,0.5207,0.6342,0.4812,376.16
"[128, 64, 32]",32,relu,1e-05,0.5579,0.6631,0.4577,327.05
"[64, 32]",8,tanh,5.5e-05,0.5394,0.648,0.4866,138.79
"[128, 64]",32,tanh,4.2e-05,0.5558,0.6592,0.4689,257.23
"[128, 64, 32]",32,tanh,9.8e-05,0.5101,0.6336,0.4905,220.4
