hidden_sizes,latent_dim,activation,val_loss,test_accuracy,test_f1,test_bal_acc,train_time_sec
[64],16,tanh,5e-06,0.5631,0.669,0.4375,135.99
[32],4,tanh,5e-06,0.5884,0.6868,0.4381,174.38
[64],4,relu,1e-06,0.5866,0.6856,0.4417,143.92
[64],32,relu,1e-06,0.5613,0.6655,0.4359,202.57
[128],8,tanh,6e-06,0.618,0.7071,0.4222,170.73
[64],4,tanh,1e-05,0.5797,0.6789,0.4357,181.06
[32],8,relu,0.0,0.593,0.6895,0.4224,125.1
[64],8,relu,0.0,0.5851,0.6845,0.4325,79.36
[64],32,tanh,3e-06,0.5916,0.6845,0.4205,214.57
[32],8,tanh,9e-06,0.5767,0.6789,0.4447,102.14
[64],8,tanh,7e-06,0.5799,0.6804,0.4266,119.1
[128],4,relu,2e-06,0.4676,0.5836,0.4356,182.02
[128],16,relu,1e-06,0.5648,0.6709,0.4348,177.88
[128],4,tanh,9e-06,0.537,0.6506,0.4441,205.65
[32],16,relu,0.0,0.6066,0.6978,0.421,147.83
[128],16,tanh,3e-06,0.6095,0.7005,0.4183,233.33
[32],16,tanh,4e-06,0.5676,0.6716,0.4366,118.76
[128],32,relu,3e-06,0.5948,0.6867,0.413,158.19
[128],32,tanh,2.9e-05,0.5607,0.6664,0.4467,71.39
"[32, 16]",4,relu,4e-06,0.6062,0.7,0.4296,81.54
"[32, 16]",4,tanh,2.1e-05,0.5623,0.6672,0.4388,175.7
"[32, 16]",32,relu,1e-06,0.5544,0.661,0.4425,156.88
"[32, 16]",32,tanh,7e-06,0.5852,0.6836,0.4358,119.92
"[32, 16]",8,relu,0.0,0.6217,0.7059,0.41,169.99
"[64, 32]",4,relu,3e-06,0.5806,0.6791,0.4323,277.65
"[32, 16]",8,tanh,2e-05,0.5873,0.684,0.4321,90.79
"[64, 32]",16,relu,5e-06,0.5948,0.688,0.4126,190.29
"[64, 32]",4,tanh,2.3e-05,0.5383,0.6498,0.4427,104.95
"[32, 16]",16,relu,4e-06,0.5655,0.6719,0.4354,87.82
"[64, 32]",16,tanh,9e-06,0.5653,0.67,0.4407,216.75
"[128, 64]",8,relu,1.1e-05,0.6079,0.7003,0.4179,176.34
"[64, 32]",8,relu,2e-06,0.5625,0.6667,0.4403,124.64
"[32, 16]",16,tanh,1e-05,0.5889,0.6878,0.4342,95.86
"[64, 32]",8,tanh,1.7e-05,0.6088,0.6997,0.4244,156.4
"[128, 64]",8,tanh,2e-05,0.5665,0.6712,0.4364,144.73
"[64, 32]",32,relu,1e-06,0.5874,0.6841,0.4323,194.55
"[64, 32]",32,tanh,2.1e-05,0.5888,0.687,0.4345,86.47
"[128, 64]",16,relu,7e-06,0.5812,0.6819,0.4264,317.22
"[128, 64]",16,tanh,6e-06,0.5323,0.6394,0.4318,148.73
"[128, 64]",4,relu,5e-06,0.5851,0.6823,0.4362,301.04
"[128, 64]",32,relu,3.4e-05,0.5863,0.6837,0.4361,80.61
"[128, 64]",4,tanh,3.2e-05,0.5675,0.669,0.4406,143.93
"[128, 64]",32,tanh,2e-05,0.5771,0.6826,0.4389,148.13
"[32, 16, 8]",4,relu,6e-06,0.5637,0.6667,0.421,78.04
"[32, 16, 8]",32,relu,2e-06,0.6208,0.7049,0.4009,157.46
"[32, 16, 8]",4,tanh,2.2e-05,0.548,0.6588,0.4459,123.08
"[32, 16, 8]",32,tanh,1.4e-05,0.5665,0.668,0.4335,245.53
"[32, 16, 8]",8,relu,1e-06,0.5836,0.6818,0.4354,167.21
"[64, 32, 16]",4,relu,5e-06,0.5392,0.6508,0.4487,281.28
"[32, 16, 8]",8,tanh,1.1e-05,0.5665,0.6661,0.4218,230.46
"[64, 32, 16]",4,tanh,1.2e-05,0.5688,0.6709,0.4411,282.44
"[32, 16, 8]",16,relu,3e-06,0.5734,0.6725,0.4234,205.05
"[64, 32, 16]",8,relu,5e-06,0.5811,0.6805,0.4306,183.01
"[128, 64, 32]",8,relu,6e-06,0.5893,0.6866,0.4331,383.75
"[32, 16, 8]",16,tanh,2e-05,0.5172,0.6287,0.4339,271.26
"[64, 32, 16]",8,tanh,1.6e-05,0.5728,0.6739,0.4309,208.04
"[128, 64, 32]",8,tanh,1.6e-05,0.5746,0.6747,0.4244,218.57
"[64, 32, 16]",16,relu,1e-06,0.5911,0.6871,0.4238,147.99
"[64, 32, 16]",16,tanh,3.7e-05,0.5265,0.6387,0.4385,125.28
"[128, 64, 32]",16,relu,2e-05,0.5536,0.6629,0.4395,157.36
"[128, 64, 32]",16,tanh,1.6e-05,0.5588,0.6659,0.4368,256.14
"[64, 32, 16]",32,relu,2e-06,0.5802,0.6788,0.428,292.1
"[128, 64, 32]",32,relu,1.2e-05,0.5536,0.6608,0.4348,320.01
"[64, 32, 16]",32,tanh,3.2e-05,0.5601,0.6672,0.4388,103.92
"[128, 64, 32]",32,tanh,1.3e-05,0.5833,0.6816,0.4319,203.34
"[128, 64, 32]",4,relu,2.6e-05,0.5774,0.6794,0.426,187.93
"[128, 64, 32]",4,tanh,2.7e-05,0.5736,0.6749,0.4363,236.43
[128],8,relu,1e-06,0.5612,0.669,0.4355,194.02
[128],8,tanh,1.1e-05,0.5682,0.6667,0.4307,164.48
[32],4,relu,1e-06,0.5896,0.6873,0.4301,135.43
[32],32,relu,1e-06,0.5504,0.6584,0.4199,158.24
[64],16,relu,1e-06,0.5956,0.6901,0.4298,163.17
[32],4,tanh,7e-06,0.5895,0.6872,0.4334,153.07
[32],32,tanh,6e-06,0.5845,0.6854,0.4522,77.92
[128],16,relu,1e-06,0.565,0.6668,0.4323,153.11
[64],16,tanh,1e-05,0.536,0.646,0.4381,147.12
[32],8,relu,0.0,0.5582,0.6637,0.446,89.34
[64],4,relu,4e-06,0.5705,0.6725,0.4336,63.28
[64],32,relu,0.0,0.5781,0.6778,0.4448,114.82
[128],16,tanh,8e-06,0.5608,0.6682,0.4424,128.26
[32],8,tanh,6e-06,0.5914,0.6894,0.4263,141.98
[64],4,tanh,1.2e-05,0.5514,0.6554,0.4348,122.58
[64],32,tanh,8e-06,0.5593,0.6654,0.441,98.97
[128],4,relu,3e-06,0.4623,0.5805,0.433,176.8
[128],32,relu,2e-06,0.5587,0.6624,0.428,167.92
[32],16,relu,0.0,0.5657,0.6709,0.4344,254.53
[64],8,relu,0.0,0.5846,0.6874,0.4384,168.43
[128],4,tanh,6e-06,0.533,0.6482,0.4465,165.92
[128],32,tanh,8e-06,0.586,0.686,0.4208,110.71
[32],16,tanh,4e-06,0.5157,0.6306,0.4422,134.21
[64],8,tanh,1.3e-05,0.607,0.7004,0.4262,67.26
"[32, 16]",32,relu,1.2e-05,0.6378,0.7154,0.3981,70.15
"[64, 32]",16,relu,1.1e-05,0.5247,0.636,0.4341,105.96
"[32, 16]",32,tanh,8e-06,0.5833,0.6827,0.4426,119.24
"[64, 32]",4,relu,0.014091,0.5321,0.6449,0.4367,92.59
"[64, 32]",16,tanh,1.6e-05,0.5577,0.6639,0.4213,179.11
"[128, 64]",8,relu,5e-06,0.5613,0.6656,0.4329,225.25
"[64, 32]",4,tanh,1.7e-05,0.5341,0.6479,0.4453,195.89
"[64, 32]",32,relu,2e-06,0.596,0.6878,0.4068,221.1
"[128, 64]",8,tanh,1.3e-05,0.5731,0.6687,0.4218,288.17
"[64, 32]",8,relu,1e-06,0.5964,0.6933,0.4233,143.19
[32],32,relu,0.0,0.5738,0.6752,0.4352,177.64
[64],16,relu,0.0,0.5332,0.6466,0.4247,127.04
[32],32,tanh,9e-06,0.5543,0.6618,0.4454,95.2
[32],4,relu,0.015561,0.5502,0.6544,0.4201,216.13
[128],8,relu,1e-06,0.5829,0.682,0.4266,116.25
[64],4,relu,1e-05,0.5792,0.6783,0.4386,222.99
[32],4,tanh,1.2e-05,0.5907,0.6882,0.4363,200.55
[128],8,tanh,1.3e-05,0.5541,0.6612,0.4413,147.89
[64],16,tanh,3e-06,0.5825,0.6788,0.4262,243.81
[64],4,tanh,1.4e-05,0.5233,0.6386,0.4421,109.54
[32],8,relu,0.0,0.5723,0.6724,0.4249,97.68
[64],8,relu,0.0,0.558,0.658,0.4271,131.08
[64],32,relu,0.0,0.5681,0.6754,0.4467,242.67
[32],8,tanh,1.2e-05,0.6126,0.7007,0.423,67.37
[128],16,relu,1e-06,0.5844,0.6803,0.4227,283.77
[64],32,tanh,8e-06,0.5659,0.6703,0.4408,183.67
[128],16,tanh,8e-06,0.5366,0.6482,0.4334,130.63
[64],8,tanh,7e-06,0.5698,0.6733,0.4354,118.28
[32],16,relu,0.0,0.6002,0.6978,0.422,146.93
[128],4,relu,1e-05,0.5156,0.6332,0.4382,88.46
[128],32,relu,2e-06,0.5704,0.6703,0.4182,118.58
[32],16,tanh,7e-06,0.5773,0.6796,0.4437,101.23
[128],4,tanh,1.9e-05,0.563,0.668,0.4405,135.93
[128],32,tanh,1.5e-05,0.5808,0.677,0.4138,153.53
"[32, 16, 8]",32,relu,1.3e-05,0.5272,0.6389,0.4275,141.99
"[32, 16]",4,relu,5e-06,0.5724,0.6746,0.4291,119.24
"[32, 16, 8]",4,relu,1.2e-05,0.5704,0.6711,0.4352,122.58
"[64, 32, 16]",16,relu,1.8e-05,0.5294,0.6414,0.4283,116.73
"[32, 16]",4,tanh,2.4e-05,0.5725,0.6735,0.4347,109.98
"[32, 16, 8]",32,tanh,2e-05,0.5588,0.6639,0.4414,211.15
"[64, 32]",16,relu,0.0,0.5878,0.6838,0.4109,217.94
"[128, 64]",8,relu,1.2e-05,0.5669,0.6641,0.4248,148.42
"[32, 16, 8]",4,tanh,1.9e-05,0.5733,0.6739,0.4279,185.51
"[32, 16]",32,relu,0.0,0.5896,0.6907,0.4383,204.46
"[64, 32, 16]",4,relu,0.01136,0.4859,0.6009,0.4314,137.11
"[64, 32]",16,tanh,8e-06,0.5469,0.6548,0.4313,182.48
"[64, 32, 16]",16,tanh,2.7e-05,0.5586,0.6632,0.4439,145.84
"[32, 16, 8]",8,relu,5e-06,0.598,0.692,0.4322,147.71
"[128, 64]",8,tanh,1.6e-05,0.5669,0.6656,0.4254,171.79
"[32, 16]",32,tanh,8e-06,0.5961,0.6927,0.4333,201.64
"[128, 64, 32]",8,relu,3.3e-05,0.5614,0.6646,0.426,174.99
"[32, 16]",8,relu,2e-06,0.5508,0.6563,0.4278,80.01
"[64, 32, 16]",4,tanh,2.8e-05,0.56,0.6654,0.4303,136.97
"[64, 32]",32,relu,2e-06,0.593,0.6942,0.4367,199.16
"[64, 32, 16]",32,relu,1.1e-05,0.5972,0.6954,0.4231,158.84
"[64, 32]",4,relu,6e-06,0.5341,0.6472,0.4413,207.72
"[128, 64, 32]",8,tanh,2.6e-05,0.5569,0.6624,0.4446,167.53
"[32, 16, 8]",8,tanh,7e-06,0.6055,0.6974,0.4193,268.74
"[128, 64]",16,relu,6e-06,0.5529,0.6597,0.4212,240.55
"[64, 32, 16]",8,relu,1e-05,0.5979,0.6938,0.4262,193.0
"[32, 16]",8,tanh,1.1e-05,0.5724,0.6784,0.4399,146.41
"[64, 32]",32,tanh,9e-06,0.5885,0.6888,0.431,158.76
"[64, 32, 16]",32,tanh,2.6e-05,0.5704,0.6724,0.4342,148.08
"[64, 32]",4,tanh,4e-05,0.472,0.5893,0.4395,148.03
"[32, 16, 8]",16,relu,5e-06,0.5426,0.6555,0.4457,130.66
"[64, 32, 16]",8,tanh,1.3e-05,0.5388,0.6528,0.4456,139.85
"[128, 64, 32]",4,relu,4.8e-05,0.568,0.671,0.4378,87.36
"[32, 16]",16,relu,1e-06,0.5527,0.6626,0.426,108.75
"[64, 32]",8,relu,5e-06,0.5902,0.6863,0.43,156.09
"[128, 64]",16,tanh,1.1e-05,0.5592,0.664,0.4229,290.8
"[128, 64, 32]",16,relu,7e-06,0.5479,0.6553,0.4269,377.06
"[128, 64]",4,relu,5e-06,0.5882,0.6837,0.4202,313.83
"[32, 16, 8]",16,tanh,1.8e-05,0.5643,0.6711,0.4434,120.77
"[128, 64, 32]",4,tanh,2.2e-05,0.5181,0.6342,0.4425,212.1
"[128, 64, 32]",16,tanh,2.3e-05,0.569,0.671,0.43,167.97
"[32, 16]",16,tanh,1.2e-05,0.5442,0.6515,0.4436,88.74
"[64, 32]",8,tanh,9e-06,0.5855,0.6843,0.4336,199.36
"[128, 64]",4,tanh,1.7e-05,0.5601,0.6664,0.4375,264.89
"[128, 64, 32]",32,relu,5.4e-05,0.5642,0.6683,0.4469,112.14
"[128, 64]",32,relu,8e-06,0.5803,0.6748,0.4233,193.43
"[128, 64, 32]",32,tanh,2.3e-05,0.5737,0.6741,0.4424,248.09
"[128, 64]",32,tanh,1.6e-05,0.5775,0.676,0.415,129.27
