hidden_sizes,latent_dim,activation,val_loss,test_accuracy,test_f1,test_bal_acc,train_time_sec
"[64, 32, 16]",16,tanh,0.000479,0.9003,0.8531,0.3333,125.19
"[128, 64]",16,tanh,0.00152,0.9003,0.8531,0.3333,121.84
"[128, 64]",32,relu,0.00016,0.8078,0.8151,0.353,68.89
"[64, 32, 16]",32,relu,5.1e-05,0.6109,0.689,0.376,149.85
"[64, 32, 16]",32,tanh,0.002052,0.9003,0.8531,0.3333,141.01
"[128, 64]",32,tanh,0.001027,0.9003,0.8531,0.3333,156.22
"[128, 64, 32]",8,relu,0.000961,0.9003,0.8531,0.3333,125.36
"[128, 64, 32]",4,relu,0.000174,0.9003,0.8531,0.3333,84.03
"[128, 64, 32]",8,tanh,0.001428,0.9003,0.8531,0.3333,162.62
"[128, 64, 32]",4,tanh,0.000523,0.9003,0.8531,0.3333,118.76
"[128, 64, 32]",16,relu,0.000194,0.9003,0.8531,0.3333,84.81
"[128, 64, 32]",16,tanh,0.001701,0.9003,0.8531,0.3333,90.13
"[128, 64, 32]",32,relu,0.000176,0.9003,0.8531,0.3333,108.0
"[128, 64, 32]",32,tanh,0.001148,0.9003,0.8531,0.3333,112.95
[32],32,relu,9e-06,0.4754,0.5694,0.3711,61.02
[32],32,tanh,0.000504,0.9003,0.8531,0.3333,64.21
[64],4,relu,6e-06,0.9003,0.8531,0.3333,128.21
[32],4,relu,4e-06,0.9003,0.8531,0.3333,63.06
[64],4,tanh,0.000179,0.9003,0.8531,0.3333,164.69
[64],16,relu,1.3e-05,0.9002,0.8531,0.3333,94.0
[32],4,tanh,0.000225,0.9003,0.8531,0.3333,70.66
[64],16,tanh,0.000147,0.9003,0.8531,0.3333,80.63
[64],8,relu,7e-06,0.9003,0.8531,0.3333,139.0
[32],8,relu,5e-06,0.6998,0.7537,0.3688,171.71
[64],32,relu,9.4e-05,0.6967,0.7522,0.3602,76.45
[128],8,relu,2.9e-05,0.9003,0.8531,0.3333,86.76
[64],32,tanh,0.00023,0.9003,0.8531,0.3333,57.81
[64],8,tanh,8e-05,0.9003,0.8531,0.3333,253.42
[32],8,tanh,6.8e-05,0.9003,0.8531,0.3333,117.04
[128],8,tanh,0.00026,0.9003,0.8531,0.3333,110.05
[128],4,relu,3.7e-05,0.9003,0.8531,0.3333,57.88
[128],16,relu,1.4e-05,0.5937,0.6751,0.3482,59.63
[32],16,relu,1.3e-05,0.9003,0.8531,0.3333,116.65
[128],4,tanh,0.000263,0.9003,0.8531,0.3333,117.93
[128],16,tanh,0.000488,0.9003,0.8531,0.3333,60.93
[32],16,tanh,5.2e-05,0.9003,0.8531,0.3333,121.88
[128],32,relu,6.8e-05,0.6757,0.7359,0.3518,59.25
[128],32,tanh,0.000527,0.9003,0.8531,0.3333,90.1
"[32, 16, 8]",32,relu,0.00017,0.5482,0.637,0.3762,72.69
"[32, 16, 8]",32,tanh,0.000222,0.9003,0.8531,0.3333,147.57
"[64, 32, 16]",16,relu,9.8e-05,0.8994,0.8527,0.333,88.91
"[32, 16]",4,relu,2.4e-05,0.9003,0.8531,0.3333,111.77
"[32, 16, 8]",4,relu,2.3e-05,0.9003,0.8531,0.3333,114.55
"[32, 16]",32,relu,3e-05,0.5873,0.67,0.3644,117.91
"[64, 32, 16]",4,relu,7.8e-05,0.9003,0.8531,0.3333,116.7
"[64, 32]",16,relu,0.0001,0.9003,0.8531,0.3333,72.75
"[64, 32, 16]",16,tanh,0.000358,0.9003,0.8531,0.3333,125.86
"[32, 16]",4,tanh,6.4e-05,0.9003,0.8531,0.3333,99.41
"[32, 16]",32,tanh,0.000444,0.6225,0.6975,0.3554,88.25
"[64, 32]",16,tanh,0.000673,0.9003,0.8531,0.3333,86.4
"[32, 16, 8]",4,tanh,0.000138,0.9003,0.8531,0.3333,170.58
"[64, 32, 16]",32,relu,0.000373,0.9003,0.8531,0.3333,77.57
"[64, 32, 16]",4,tanh,0.000154,0.9003,0.8531,0.3333,175.6
"[32, 16]",8,relu,1.5e-05,0.9003,0.8531,0.3333,138.64
"[64, 32]",32,relu,6.8e-05,0.5666,0.6525,0.3867,157.1
"[64, 32, 16]",8,relu,0.000157,0.9003,0.8531,0.3333,105.54
"[64, 32]",4,relu,3e-05,0.9003,0.8531,0.3333,236.07
"[32, 16, 8]",8,relu,6.1e-05,0.9003,0.8531,0.3333,129.0
"[64, 32, 16]",32,tanh,0.000213,0.9003,0.8531,0.3333,153.46
"[128, 64]",8,relu,6.2e-05,0.9003,0.8531,0.3333,68.94
"[128, 64, 32]",8,relu,0.000212,0.9003,0.8531,0.3333,84.26
"[32, 16]",8,tanh,8.9e-05,0.9003,0.8531,0.3333,151.82
"[128, 64, 32]",4,relu,0.000272,0.9003,0.8531,0.3333,84.25
"[64, 32]",32,tanh,0.00053,0.9003,0.8531,0.3333,128.97
"[64, 32]",4,tanh,0.000233,0.9003,0.8531,0.3333,189.64
"[32, 16, 8]",8,tanh,0.000142,0.8497,0.8375,0.3432,141.75
"[64, 32, 16]",8,tanh,0.000341,0.9003,0.8531,0.3333,223.39
"[32, 16]",16,relu,2.1e-05,0.9002,0.8531,0.3333,106.92
"[128, 64]",8,tanh,0.000775,0.9003,0.8531,0.3333,203.72
"[128, 64, 32]",8,tanh,0.000926,0.9003,0.8531,0.3333,153.58
"[64, 32]",8,relu,4.3e-05,0.9003,0.8531,0.3333,73.32
"[128, 64, 32]",4,tanh,0.000739,0.9003,0.8531,0.3333,136.7
"[32, 16, 8]",16,relu,3.3e-05,0.9002,0.8531,0.3333,80.96
"[128, 64]",4,relu,4e-05,0.9003,0.8531,0.3333,218.63
"[128, 64]",16,relu,0.000147,0.9003,0.8531,0.3333,81.34
"[32, 16]",16,tanh,0.000254,0.9003,0.8531,0.3333,99.0
"[128, 64, 32]",16,relu,0.000165,0.9002,0.853,0.3333,81.98
"[64, 32]",8,tanh,0.000216,0.9003,0.8531,0.3333,110.93
"[32, 16, 8]",16,tanh,0.000154,0.9003,0.8531,0.3333,157.41
"[128, 64, 32]",16,tanh,0.002012,0.9003,0.8531,0.3333,142.19
"[128, 64]",16,tanh,0.001303,0.8998,0.8529,0.3332,174.6
"[128, 64]",4,tanh,0.000303,0.9003,0.8531,0.3333,372.42
"[128, 64]",32,relu,8.5e-05,0.9003,0.8531,0.3333,71.2
"[128, 64, 32]",32,relu,0.000199,0.9003,0.8531,0.3333,74.4
"[128, 64, 32]",32,tanh,0.001657,0.9003,0.8531,0.3333,124.04
"[128, 64]",32,tanh,0.000368,0.9003,0.8531,0.3333,218.4
