Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/28/2022 14:49:18,24,Spotify,4,1.0,0.0,0.0,Classical,1.0,1.0,175,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,4,6,5,3,2.0,I understand.
8/28/2022 14:51:02,36,YouTube Music,1,1.0,0.0,0.0,Rock,1.0,0.0,110,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,6,2,3,1,2.0,I understand.
8/28/2022 14:58:17,19,YouTube Music,4,1.0,0.0,0.0,Video game music,1.0,0.0,162,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,8,2,1,6,2.0,I understand.
8/28/2022 14:59:05,22,Spotify,10,1.0,0.0,0.0,Metal,1.0,1.0,189,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,9,6,0,6,2.0,I understand.
8/28/2022 15:02:14,20,Spotify,3,0.0,0.0,1.0,EDM,1.0,1.0,121,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0,3,7,0,2.0,I understand.
8/28/2022 15:03:51,31,Spotify,2,0.0,0.0,0.0,Rock,1.0,0.0,200,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,8,9,6,2,2.0,I understand.
8/28/2022 15:03:56,19,Spotify,4,1.0,0.0,0.0,Metal,1.0,1.0,105,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,4,1,1,1,2.0,I understand.
8/28/2022 15:07:16,15,Spotify,8,1.0,0.0,0.0,Rock,0.0,0.0,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,8,7,5,0,2.0,I understand.
8/28/2022 15:09:31,18,Spotify,2,0.0,1.0,1.0,Metal,1.0,1.0,149,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,3,4,6,1,2.0,I understand.
8/28/2022 15:22:00,25,I do 0.0t use a streaming service.,0.5,0.0,1.0,0.0,Classical,0.0,0.0,140,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1,1,3,1,2.0,I understand.
8/28/2022 15:32:38,17,Apple Music,5,1.0,0.0,0.0,Metal,1.0,0.0,134,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,10,8,6,7,1.0,I understand.
8/28/2022 15:41:56,28,YouTube Music,1,0.0,0.0,0.0,Rock,1.0,0.0,120,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6,6,2,0,1.0,I understand.
8/28/2022 16:04:58,20,Spotify,3,1.0,0.0,0.0,Rock,1.0,1.0,170,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,6,7,0,0,2.0,I understand.
8/28/2022 16:07:28,21,YouTube Music,2,1.0,1.0,0.0,Metal,1.0,1.0,107,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,8,4,10,0,1.0,I understand.
8/28/2022 16:07:51,41,Spotify,3,1.0,0.0,0.0,Pop,0.0,1.0,113,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,9,7,6,2,1.0,I understand.
8/28/2022 16:08:12,20,Spotify,2,1.0,1.0,0.0,Pop,1.0,0.0,126,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,7,4,6,5,2.0,I understand.
8/28/2022 16:13:28,34,Other streaming service,4,1.0,0.0,0.0,Metal,1.0,1.0,161,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,6,7,0,0,1.0,I understand.
8/28/2022 16:15:08,21,YouTube Music,3,1.0,0.0,1.0,Metal,1.0,0.0,,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,10,0,10,10,2.0,I understand.
8/28/2022 16:15:08,23,Spotify,2,1.0,0.0,0.0,Metal,1.0,1.0,100,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,6,3,0,1,2.0,I understand.
8/28/2022 16:15:39,16,Spotify,3,0.0,0.0,0.0,Pop,0.0,0.0,140,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,7,5,5,3,2.0,I understand.
8/28/2022 16:15:58,19,YouTube Music,4,1.0,0.0,0.0,Pop,1.0,0.0,156,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,7,10,5,0,2.0,I understand.
8/28/2022 16:23:43,22,Spotify,2,1.0,1.0,0.0,Rock,1.0,1.0,98,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,8,6,0,0,2.0,I understand.
8/28/2022 16:27:00,19,Spotify,8,1.0,0.0,0.0,K pop,1.0,1.0,100,3.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,4,3,0,0,2.0,I understand.
8/28/2022 16:30:17,23,Spotify,4,1.0,0.0,0.0,Hip hop,1.0,1.0,78,1.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,7,6,7,5,2.0,I understand.
8/28/2022 16:30:36,23,Spotify,2,0.0,1.0,0.0,Metal,0.0,1.0,117,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,7,3,2,3,2.0,I understand.
8/28/2022 16:32:40,22,Spotify,1,0.0,0.0,1.0,EDM,1.0,0.0,128,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2,7,5,0,2.0,I understand.
8/28/2022 16:34:03,17,Spotify,3,1.0,0.0,0.0,Rock,1.0,0.0,130,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,7,8,6,5,2.0,I understand.
8/28/2022 16:37:00,28,Spotify,0.5,0.0,0.0,0.0,Folk,1.0,0.0,130,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,4,7,1,0,2.0,I understand.
8/28/2022 16:37:10,23,Spotify,2,0.0,0.0,0.0,Rock,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,2.0,7,8,5,1,1.0,I understand.
8/28/2022 16:53:26,19,Apple Music,3,1.0,0.0,0.0,Rock,1.0,1.0,126,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5,2,8,6,2.0,I understand.
8/28/2022 16:58:35,17,Spotify,2,1.0,1.0,1.0,Hip hop,1.0,1.0,122,1.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,10,7,4,2,2.0,I understand.
8/28/2022 17:14:08,21,YouTube Music,1,0.0,0.0,0.0,Rock,1.0,0.0,179,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,6,5,0,0,1.0,I understand.
8/28/2022 17:14:32,29,Other streaming service,5,1.0,0.0,0.0,Jazz,1.0,1.0,200,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,7,2,3,1,2.0,I understand.
8/28/2022 17:15:18,22,Spotify,10,0.0,1.0,1.0,EDM,0.0,1.0,128,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4,7,7,3,2.0,I understand.
8/28/2022 17:15:27,18,Spotify,4,1.0,1.0,1.0,Pop,1.0,1.0,130,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4,5,6,5,2.0,I understand.
8/28/2022 17:19:10,13,Spotify,2,1.0,1.0,1.0,Rock,1.0,0.0,120,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,7,10,5,6,0.0,I understand.
8/28/2022 17:27:12,24,Spotify,1,0.0,0.0,0.0,Metal,1.0,0.0,86,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,6,4,5,0,2.0,I understand.
8/28/2022 17:32:18,35,Spotify,6,1.0,0.0,0.0,Rock,1.0,1.0,166,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4,1,3,1,1.0,I understand.
8/28/2022 17:33:12,29,YouTube Music,1,1.0,1.0,0.0,Video game music,1.0,0.0,110,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,6,6,1,2,2.0,I understand.
8/28/2022 17:37:42,28,Spotify,6,1.0,0.0,0.0,Rock,0.0,0.0,144,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,10,8,7,1,2.0,I understand.
8/28/2022 17:40:15,32,Spotify,7,1.0,0.0,0.0,Pop,1.0,1.0,120,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,10,8,2,8,2.0,I understand.
8/28/2022 17:41:15,32,Other streaming service,1,0.0,0.0,0.0,EDM,1.0,0.0,120,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3,6,2,0,1.0,I understand.
8/28/2022 17:43:22,21,Spotify,3,1.0,1.0,0.0,Rock,1.0,0.0,160,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,8,9,2,0,2.0,I understand.
8/28/2022 17:54:30,18,Spotify,2,1.0,1.0,0.0,Video game music,0.0,1.0,101,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,8,3,8,7,2.0,I understand.
8/28/2022 17:56:27,19,Spotify,3,1.0,1.0,0.0,Classical,1.0,0.0,122,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,3,3,1,2,2.0,I understand.
8/28/2022 18:02:14,18,Apple Music,2,1.0,1.0,0.0,Pop,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,6,5,2,0,2.0,I understand.
8/28/2022 18:03:27,16,YouTube Music,3,1.0,0.0,1.0,Pop,0.0,0.0,,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,0,0,4,0,1.0,I understand.
8/28/2022 18:03:50,25,Spotify,1.5,1.0,0.0,0.0,Pop,0.0,0.0,61,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,6,5,0,2,2.0,I understand.
8/28/2022 18:06:24,17,Spotify,4,1.0,0.0,0.0,Lofi,1.0,1.0,79,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0,3.0,3,8,0,0,2.0,I understand.
8/28/2022 18:08:44,16,Spotify,2,1.0,0.0,0.0,Rap,1.0,1.0,126,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,1,8,0,0,1.0,I understand.
8/28/2022 18:13:47,27,Spotify,10,1.0,0.0,0.0,Metal,1.0,1.0,185,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,5,6,6,3,2.0,I understand.
8/28/2022 18:17:00,53,Spotify,7,1.0,0.0,0.0,Pop,1.0,1.0,92,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0,0,0,0,2.0,I understand.
8/28/2022 18:17:46,25,Spotify,1,1.0,0.0,0.0,EDM,0.0,0.0,107,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8,0,0,2.0,I understand.
8/28/2022 18:18:12,34,Spotify,2,0.0,0.0,0.0,Metal,0.0,0.0,120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,3,7,0,0,2.0,I understand.
8/28/2022 18:18:18,22,Other streaming service,6,1.0,1.0,1.0,Jazz,1.0,1.0,140,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,8,8,8,5,2.0,I understand.
8/28/2022 18:18:24,17,Spotify,2,1.0,1.0,1.0,Jazz,1.0,0.0,94,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,5,2,3,4,2.0,I understand.
8/28/2022 18:21:19,26,Spotify,3,1.0,1.0,0.0,Folk,1.0,0.0,160,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,8,8,3,0,2.0,I understand.
8/28/2022 18:28:48,19,Spotify,8,1.0,0.0,0.0,EDM,1.0,0.0,174,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,6,8,8,0,2.0,I understand.
8/28/2022 18:30:21,21,Spotify,3,1.0,0.0,0.0,Pop,1.0,1.0,136,1.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,6,8,6,0,0.0,I understand.
8/28/2022 18:33:32,32,Spotify,3,1.0,1.0,1.0,Rock,1.0,1.0,144,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,6,6,7,5,2.0,I understand.
8/28/2022 18:35:17,21,I do 0.0t use a streaming service.,3,1.0,0.0,0.0,Rock,0.0,0.0,77,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,9,10,3,0,1.0,I understand.
8/28/2022 18:51:10,25,Spotify,2,0.0,1.0,0.0,Pop,0.0,0.0,120,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,7,7,5,0,2.0,I understand.
8/28/2022 18:53:03,26,Spotify,1,0.0,0.0,0.0,Rock,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,10,7,2,8,1.0,I understand.
8/28/2022 18:54:47,21,Spotify,2,1.0,1.0,0.0,Metal,1.0,1.0,,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,1,3,0,6,1.0,I understand.
8/28/2022 18:55:44,17,Spotify,2,1.0,1.0,0.0,Pop,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,5,3,2,1,2.0,I understand.
8/28/2022 18:56:54,28,I do 0.0t use a streaming service.,4,1.0,0.0,0.0,Rock,1.0,1.0,194,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,6,8,1,6,2.0,I understand.
8/28/2022 18:57:39,41,YouTube Music,4,1.0,0.0,0.0,Pop,1.0,0.0,60,1.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,7,2,0,7,2.0,I understand.
8/28/2022 18:58:09,18,Spotify,1,1.0,1.0,0.0,Metal,1.0,1.0,190,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,6,9,9,0,2.0,I understand.
8/28/2022 18:58:27,22,Spotify,2,0.0,0.0,0.0,R&B,0.0,1.0,87,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1,1,4,1,1.0,I understand.
8/28/2022 18:59:40,18,Other streaming service,2,1.0,0.0,0.0,K pop,0.0,1.0,122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0,2,0,0,,I understand.
8/28/2022 18:59:53,49,Other streaming service,1,1.0,0.0,0.0,EDM,1.0,0.0,156,2.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,8,8,2,0,2.0,I understand.
8/28/2022 19:04:05,21,Spotify,3,1.0,1.0,1.0,Metal,1.0,0.0,150,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3,3,7,0,1.0,I understand.
8/28/2022 19:04:26,27,Spotify,10,1.0,0.0,0.0,Metal,1.0,1.0,194,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,8,8,3,0,2.0,I understand.
8/28/2022 19:07:16,19,Spotify,1,0.0,0.0,1.0,Metal,1.0,1.0,160,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,6,4,0,3,1.0,I understand.
8/28/2022 19:10:07,27,Spotify,3,1.0,0.0,0.0,Metal,1.0,1.0,171,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1,0,0,0,2.0,I understand.
8/28/2022 19:12:02,27,Spotify,1.5,1.0,0.0,0.0,Rock,0.0,0.0,95,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,5,5,4,4,2.0,I understand.
8/28/2022 19:16:43,19,Spotify,3,1.0,1.0,0.0,K pop,1.0,1.0,114,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,8,9,6,0,,I understand.
8/28/2022 19:18:53,42,YouTube Music,2.5,1.0,1.0,0.0,Rock,0.0,1.0,148,2.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8,8,7,6,2.0,I understand.
8/28/2022 19:20:03,60,Pandora,2,1.0,0.0,0.0,Gospel,0.0,0.0,119,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3,0,2,0,2.0,I understand.
8/28/2022 19:22:30,19,YouTube Music,5,1.0,0.0,0.0,Metal,0.0,1.0,136,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,0,5,1,0,1.0,I understand.
8/28/2022 19:26:23,20,Apple Music,2,1.0,0.0,0.0,Pop,1.0,0.0,141,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,6,3,0,0,2.0,I understand.
8/28/2022 19:27:46,28,Spotify,2,0.0,0.0,1.0,Metal,0.0,0.0,146,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1,7,5,1,2.0,I understand.
8/28/2022 19:29:08,16,I do 0.0t use a streaming service.,2,0.0,1.0,1.0,Video game music,1.0,0.0,,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,4,2,1,1,1.0,I understand.
8/28/2022 19:29:25,18,Spotify,2,1.0,0.0,0.0,R&B,0.0,1.0,164,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,5,6,0,1,1.0,I understand.
8/28/2022 19:30:42,34,Spotify,1,1.0,0.0,0.0,Rock,1.0,1.0,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,1,0,0,0,1.0,I understand.
8/28/2022 19:30:49,18,YouTube Music,1.5,1.0,0.0,0.0,Pop,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,8,6,5,2,2.0,I understand.
8/28/2022 19:35:58,21,Spotify,5,1.0,1.0,1.0,Folk,1.0,1.0,128,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,9,4,0,3,2.0,I understand.
8/28/2022 19:40:03,38,Spotify,0.5,0.0,0.0,0.0,Rock,1.0,1.0,,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,4,6,6,4,2.0,I understand.
8/28/2022 19:46:02,17,Spotify,2,1.0,0.0,0.0,Rock,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,7,3,1,5,2.0,I understand.
8/28/2022 19:46:57,35,Other streaming service,0.5,0.0,0.0,0.0,Pop,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,10,3,1,0,1.0,I understand.
8/28/2022 19:50:30,21,I do 0.0t use a streaming service.,2,1.0,0.0,0.0,Rock,0.0,1.0,101,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,8,8,3,0,2.0,I understand.
8/28/2022 19:56:46,25,Apple Music,2.5,1.0,0.0,0.0,R&B,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,7,6,5,4,2.0,I understand.
8/28/2022 19:59:01,18,Spotify,2,1.0,1.0,0.0,K pop,1.0,1.0,98,3.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,7,2,3,5,2.0,I understand.
8/28/2022 20:01:29,16,Apple Music,2,0.0,0.0,0.0,Pop,1.0,0.0,145,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,10,3.5,5,10,2.0,I understand.
8/28/2022 20:04:49,19,Spotify,1,1.0,0.0,0.0,Pop,1.0,1.0,94,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,7,5,1,2,2.0,I understand.
8/28/2022 20:12:05,31,Spotify,4,1.0,1.0,0.0,Classical,0.0,1.0,103,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,6,8,9,5,2.0,I understand.
8/28/2022 20:14:02,26,Spotify,5,1.0,0.0,0.0,Rock,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,9,2,1,1.0,I understand.
8/28/2022 20:14:47,16,Spotify,2,1.0,1.0,1.0,Rock,0.0,0.0,112,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,7,4,10,2,2.0,I understand.
8/28/2022 20:15:28,26,Spotify,2,1.0,1.0,0.0,Rock,1.0,1.0,,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,7,5,6,0,2.0,I understand.
8/28/2022 20:20:20,17,Spotify,2,1.0,0.0,0.0,R&B,1.0,1.0,118,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,6,1,0,0,2.0,I understand.
8/28/2022 20:20:52,22,Spotify,1,1.0,1.0,0.0,Video game music,1.0,1.0,,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,3,6,1,1,2.0,I understand.
8/28/2022 20:32:41,20,Apple Music,4,1.0,0.0,0.0,R&B,1.0,1.0,113,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,9,10,3,0,2.0,I understand.
8/28/2022 20:33:43,30,Spotify,1,0.0,1.0,0.0,Rock,1.0,0.0,162,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,8,5,8,9,2.0,I understand.
8/28/2022 20:37:41,26,Other streaming service,4,1.0,0.0,0.0,Pop,0.0,0.0,,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,8,7,7,3,2.0,I understand.
8/28/2022 20:43:43,19,Spotify,5,1.0,0.0,0.0,Rock,1.0,1.0,111,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,9,9,9,3,1.0,I understand.
